time_window;training_accuracy;testing_accuracy;
1;52.05006473888649;0.538860103626943;
2;52.363479387006265;0.538860103626943;
3;52.09412780656304;0.5345423143350605;
4;52.26683937823834;0.5367329299913569;
5;52.47246814942776;0.5358686257562663;
6;52.6133909287257;0.5341400172860847;
7;52.99200691294016;0.5375972342264477;
8;53.34917891097667;0.5393258426966292;
9;53.284356093344854;0.5397923875432526;
10;53.16619840069159;0.5397923875432526;
11;53.17769130998703;0.5389273356401384;
12;53.729729729729726;0.5406574394463668;
13;53.61159169550172;0.5389273356401384;
14;53.67647058823529;0.5385281385281385;
15;53.77460523469608;0.5428571428571428;
16;53.82951103418434;0.5454545454545454;
17;53.408353170309454;0.5463203463203463;
18;53.961038961038966;0.5445887445887446;
19;53.74458874458874;0.5450606585788561;
20;53.799523706429966;0.5441941074523396;
21;54.04937202252057;0.5450606585788561;
22;54.12605588044185;0.5415944540727903;
23;54.24610051993067;0.5424610051993067;
24;54.24610051993067;0.546400693842151;
25;54.58288190682556;0.5437987857762359;
26;54.65973125270914;0.5403295750216826;
27;54.19466724474312;0.5420641803989592;
28;54.48829141370338;0.5394622723330442;
29;54.48829141370338;0.5399305555555556;
30;54.304923010193015;0.546875;
31;54.36008676789588;0.5425347222222222;
32;55.131264916467785;0.5477430555555556;
33;55.90277777777778;0.5364583333333334;
34;55.533854166666664;0.5334491746307559;
35;55.285435207293254;0.5351867940920938;
36;55.68823273990448;0.5317115551694179;
37;55.591748099891426;0.5325803649000869;
38;55.60382276281495;0.5325803649000869;
39;55.60382276281495;0.5356521739130434;
40;56.00695198783402;0.5339130434782609;
41;56.171229900043464;0.5278260869565218;
42;56.55292327754836;0.5252173913043479;
43;56.608695652173914;0.5278260869565218;
44;56.34782608695652;0.5274151436031331;
45;56.53402913676886;0.5282854656222803;
46;56.32883862548934;0.5317667536988686;
47;56.66739177724603;0.5274151436031331;
48;56.87554395126197;0.5300261096605744;
49;56.83202785030461;0.5174216027874564;
50;56.735582154515775;0.5156794425087108;
