time_window;training_accuracy;testing_accuracy;
1;52.04038704249053;0.5412457912457912;
2;51.90406059330949;0.5412457912457912;
3;52.02020202020202;0.5370370370370371;
4;52.20959595959596;0.5459140690817186;
5;52.68364554830563;0.5408593091828138;
6;52.71578947368422;0.5341196293176074;
7;52.76900400084228;0.5391743892165122;
8;52.906486941870256;0.540016849199663;
9;53.517270429654594;0.5370994940978078;
10;53.52854434379608;0.5370994940978078;
11;53.64517488411293;0.5379426644182125;
12;54.03582718651212;0.5396290050590219;
13;54.15261382799326;0.5396290050590219;
14;54.15261382799326;0.5409282700421941;
15;54.079696394686906;0.5434599156118144;
16;54.344158582876425;0.5417721518987342;
17;54.16578780847922;0.5451476793248945;
18;53.92405063291139;0.5417721518987342;
19;53.9873417721519;0.5396959459459459;
20;54.10424140113948;0.5396959459459459;
21;54.15787252005065;0.5388513513513513;
22;54.084863837872064;0.5388513513513513;
23;53.69510135135135;0.5422297297297297;
24;53.80067567567568;0.5435333896872359;
25;54.14994720168954;0.5409974640743872;
26;53.95014786649768;0.5452240067624683;
27;54.53200929642933;0.5486052409129332;
28;54.62806424344886;0.5469146238377007;
29;54.52240067624683;0.5431472081218274;
30;54.449376453181145;0.5439932318104906;
31;54.60887949260042;0.5346869712351946;
32;55.17022626348065;0.5431472081218274;
33;55.52030456852792;0.5397631133671743;
34;55.647208121827404;0.5309060118543607;
35;55.74360059234187;0.529212531752752;
36;56.03046974185357;0.5275190516511431;
37;56.00000000000001;0.5275190516511431;
38;55.82133784928027;0.5207451312447079;
39;55.927180355630824;0.5245762711864407;
40;56.15075164090621;0.5245762711864407;
41;55.781448538754766;0.5288135593220339;
42;56.15335733954671;0.5271186440677966;
43;56.92796610169491;0.5203389830508475;
44;56.525423728813564;0.5173876166242578;
45;56.55859292222929;0.5165394402035624;
46;56.358626536668076;0.5165394402035624;
47;56.32817468730125;0.5148430873621713;
48;56.59457167090755;0.5173876166242578;
49;56.46734520780322;0.5118845500848896;
50;56.182396606574756;0.5144312393887945;
