time_window;training_accuracy;testing_accuracy;
1;52.05508032547465;0.5392320534223706;
2;51.794657762938236;0.5383973288814691;
3;52.00333889816361;0.5396825396825397;
4;52.01419327906491;0.5421888053467001;
5;52.4008350730689;0.5371762740183793;
6;52.516182919189816;0.531328320802005;
7;52.88220551378446;0.5363408521303258;
8;52.694235588972425;0.5426421404682275;
9;53.45728013369543;0.5409698996655519;
10;53.5311324697033;0.540133779264214;
11;53.37513061650993;0.5418060200668896;
12;54.05518394648829;0.540133779264214;
13;53.90886287625418;0.5414225941422595;
14;54.10830022998119;0.5414225941422595;
15;53.97323295692179;0.5414225941422595;
16;54.089102698180305;0.5405857740585774;
17;54.121338912133886;0.5422594142259414;
18;53.74476987447699;0.5393634840871022;
19;53.75601590290856;0.542713567839196;
20;54.41607367099205;0.5393634840871022;
21;54.13439397111157;0.5385259631490787;
22;54.166666666666664;0.5393634840871022;
23;54.29229480737019;0.5381391450125733;
24;54.51308900523561;0.5381391450125733;
25;54.16841223292836;0.5406538139145013;
26;53.90739576786089;0.5414920368818106;
27;54.505448449287506;0.5389773679798826;
28;54.84073763621124;0.5444630872483222;
29;54.495912806539515;0.5369127516778524;
30;54.67505241090147;0.5444630872483222;
31;54.2881107150346;0.5394295302013423;
32;55.369127516778526;0.5419463087248322;
33;55.39010067114094;0.5340050377833753;
34;55.695405915670236;0.5197313182199832;
35;55.74905581200168;0.5214105793450882;
36;56.28541448058761;0.5264483627204031;
37;56.507136859781696;0.5222502099076406;
38;56.486146095717885;0.519327731092437;
39;56.30904891874869;0.5168067226890757;
40;56.34187316253675;0.5260504201680672;
41;56.18567527830288;0.5260504201680672;
42;56.53361344537815;0.5201680672268908;
43;56.785714285714285;0.5197645079899075;
44;56.839672200042024;0.5130361648444071;
45;56.32618747372846;0.5105130361648444;
46;56.485179735127176;0.511354079058032;
47;56.518082422203534;0.5063078216989066;
48;56.72834314550042;0.5084175084175084;
49;56.8664563617245;0.5134680134680135;
50;56.6470340765671;0.5058922558922558;
