time_window;training_accuracy;testing_accuracy;
1;50.69893594825787;0.5317195325542571;
2;50.70951585976628;0.5317195325542571;
3;50.688647746243745;0.5321637426900585;
4;50.699227718639115;0.5321637426900585;
5;50.68893528183715;0.5321637426900585;
6;50.69951973272082;0.5321637426900585;
7;50.71010860484545;0.5321637426900585;
8;50.71010860484545;0.532608695652174;
9;50.69981199080844;0.532608695652174;
10;50.68951107396573;0.532608695652174;
11;50.67920585161965;0.532608695652174;
12;50.68979933110368;0.532608695652174;
13;50.68979933110368;0.5330543933054394;
14;50.700397240225804;0.5330543933054394;
15;50.71099958176495;0.5330543933054394;
16;50.700690232169;0.5330543933054394;
17;50.7112970711297;0.5330543933054394;
18;50.7112970711297;0.533500837520938;
19;50.700983469345054;0.533500837520938;
20;50.69066555043952;0.533500837520938;
21;50.680343311701904;0.533500837520938;
22;50.69095477386934;0.533500837520938;
23;50.69095477386934;0.5331098072087175;
24;50.680628272251305;0.5331098072087175;
25;50.69124423963134;0.5331098072087175;
26;50.68091347161114;0.5331098072087175;
27;50.69153394803018;0.5331098072087175;
28;50.69153394803018;0.5327181208053692;
29;50.7021588765458;0.5327181208053692;
30;50.712788259958074;0.5327181208053692;
31;50.7234221010694;0.5327181208053692;
32;50.73406040268457;0.5327181208053692;
33;50.713087248322154;0.5331654072208228;
34;50.72372561359345;0.5331654072208228;
35;50.7343684431389;0.5331654072208228;
36;50.724029380902415;0.5331654072208228;
37;50.71368597816961;0.5331654072208228;
38;50.73467674223342;0.5327731092436975;
39;50.72433340331723;0.5327731092436975;
40;50.734985300293985;0.5327731092436975;
41;50.72463768115942;0.5327731092436975;
42;50.71428571428571;0.5327731092436975;
43;50.71428571428571;0.5323801513877208;
44;50.724942214751;0.5323801513877208;
45;50.735603194619586;0.5323801513877208;
46;50.72524700441454;0.5323801513877208;
47;50.71488645920942;0.5323801513877208;
48;50.69386038687973;0.5328282828282829;
49;50.683491062039955;0.5328282828282829;
50;50.69415229280606;0.5328282828282829;
