time_window;training_accuracy;testing_accuracy;
1;51.99248904652618;0.5375626043405676;
2;51.77378964941569;0.5375626043405676;
3;51.982470784641066;0.5396825396825397;
4;51.99332080985181;0.5405179615705932;
5;52.35908141962422;0.5355054302422724;
6;52.59970766339528;0.5304928989139516;
7;52.86131996658312;0.5388471177944862;
8;52.673350041771094;0.5426421404682275;
9;53.39461040317527;0.5418060200668896;
10;53.51023819473464;0.540133779264214;
11;53.396029258098224;0.544314381270903;
12;54.03428093645485;0.5409698996655519;
13;53.992474916387955;0.5414225941422595;
14;54.10830022998119;0.5430962343096234;
15;54.01505646173149;0.5422594142259414;
16;54.17276720351391;0.5422594142259414;
17;54.16317991631799;0.5405857740585774;
18;53.661087866108794;0.5435510887772195;
19;53.7769407825905;0.5452261306532663;
20;54.39514441188782;0.541038525963149;
21;54.17626125183169;0.5385259631490787;
22;54.10385259631491;0.5402010050251256;
23;54.29229480737019;0.5406538139145013;
24;54.51308900523561;0.5389773679798826;
25;54.18935902806871;0.539815590947192;
26;53.86549340037712;0.5406538139145013;
27;54.48449287510477;0.539815590947192;
28;54.882648784576695;0.5461409395973155;
29;54.47495284007545;0.5394295302013423;
30;54.67505241090147;0.5461409395973155;
31;54.246173201929125;0.5411073825503355;
32;55.45302013422819;0.5444630872483222;
33;55.369127516778526;0.5373635600335852;
34;55.695405915670236;0.5197313182199832;
35;55.74905581200168;0.5214105793450882;
36;56.306400839454355;0.5289672544080605;
37;56.42317380352645;0.5214105793450882;
38;56.507136859781696;0.5176470588235295;
39;56.330044089859335;0.5176470588235295;
40;56.32087358252835;0.5260504201680672;
41;56.20667926906112;0.5235294117647059;
42;56.57563025210084;0.5184873949579832;
43;56.72268907563025;0.5180824222035324;
44;56.881697835679766;0.5147182506307821;
45;56.32618747372846;0.5088309503784693;
46;56.443136430523445;0.5088309503784693;
47;56.53910849453322;0.5046257359125316;
48;56.72834314550042;0.5075757575757576;
49;56.92954784437434;0.5084175084175084;
50;56.62599915860328;0.5092592592592593;
