time_window;training_accuracy;testing_accuracy;
1;52.075944085124135;0.5367278797996661;
2;51.81552587646077;0.5392320534223706;
3;51.982470784641066;0.5380116959064327;
4;52.118555625130455;0.545530492898914;
5;52.4008350730689;0.5396825396825397;
6;52.41177698893297;0.5338345864661654;
7;52.903091060985794;0.5405179615705932;
8;52.75689223057645;0.5392976588628763;
9;53.45728013369543;0.540133779264214;
10;53.5311324697033;0.5409698996655519;
11;53.45872518286311;0.5384615384615384;
12;54.117892976588635;0.5351170568561873;
13;54.0133779264214;0.5364016736401673;
14;54.129207610286436;0.5338912133891214;
15;53.95232120451694;0.5364016736401673;
16;54.1518510771805;0.5338912133891214;
17;54.16317991631799;0.5372384937238494;
18;53.80753138075314;0.533500837520938;
19;53.65139150449885;0.5343383584589615;
20;54.227710339054;0.5284757118927973;
21;54.30186309399204;0.5309882747068677;
22;54.25041876046901;0.5293132328308208;
23;54.14572864321608;0.5305951383067896;
24;54.575916230366495;0.5322715842414082;
25;54.18935902806871;0.5305951383067896;
26;54.03310287031218;0.5314333612740989;
27;54.37971500419112;0.5255658005029338;
28;54.715004191114836;0.5285234899328859;
29;54.51687277300357;0.5310402684563759;
30;54.75890985324947;0.5302013422818792;
31;54.41392325435102;0.5293624161073825;
32;55.39010067114094;0.5209731543624161;
33;55.45302013422819;0.5256087321578505;
34;55.67442836165303;0.5222502099076406;
35;55.686109945446916;0.5155331654072208;
36;56.222455403987404;0.5205709487825357;
37;56.549118387909324;0.5163727959697733;
38;56.27623845507976;0.519327731092437;
39;56.0781020365316;0.5134453781512605;
40;56.425871482570344;0.5134453781512605;
41;56.2906952320941;0.5117647058823529;
42;56.596638655462186;0.5134453781512605;
43;56.84873949579832;0.5138772077375946;
44;56.81865938222316;0.5096719932716569;
45;56.36822194199244;0.5105130361648444;
46;56.54824469203279;0.511354079058032;
47;56.53910849453322;0.511354079058032;
48;56.64423885618166;0.5126262626262627;
49;56.88748685594112;0.5126262626262627;
50;56.710138830458554;0.5058922558922558;
