time_window;training_accuracy;testing_accuracy;
1;52.05508032547465;0.5392320534223706;
2;52.10767946577629;0.5392320534223706;
3;52.27462437395659;0.5396825396825397;
4;52.43164266332707;0.5388471177944862;
5;52.546972860125265;0.5355054302422724;
6;52.28648987262476;0.5329991645781119;
7;52.02589807852965;0.5338345864661654;
8;52.54803675856308;0.5317725752508361;
9;51.932316691038224;0.5359531772575251;
10;52.08942749686586;0.5309364548494984;
11;52.18390804597701;0.5317725752508361;
12;52.65468227424749;0.5267558528428093;
13;52.612876254180605;0.5263598326359833;
14;52.64478360861384;0.5263598326359833;
15;52.676704307821;0.5263598326359833;
16;52.66680610750889;0.5263598326359833;
17;52.86610878661088;0.5238493723849372;
18;52.78242677824267;0.52428810720268;
19;52.395898723582334;0.5251256281407035;
20;52.51151109250733;0.525963149078727;
21;52.54343730374712;0.525963149078727;
22;52.68006700167505;0.5251256281407035;
23;52.701005025125625;0.5247275775356245;
24;52.33507853403141;0.5297569153394803;
25;52.785923753665685;0.5230511316010059;
26;52.44081290592919;0.5238893545683152;
27;52.724224643755235;0.5238893545683152;
28;52.47275775356245;0.5310402684563759;
29;52.79815552295116;0.5243288590604027;
30;52.64150943396226;0.5251677852348994;
31;52.48479765149927;0.5268456375838926;
32;52.57969798657718;0.5335570469798657;
33;53.73322147651006;0.5096557514693535;
34;53.63960562198448;0.5130142737195634;
35;53.86067981535879;0.5138539042821159;
36;53.5781741867786;0.5188916876574308;
37;53.778337531486144;0.5071368597816961;
38;53.56842989084802;0.5159663865546219;
39;53.68465252991812;0.5100840336134453;
40;53.77992440151197;0.5084033613445378;
41;53.68620037807184;0.5109243697478991;
42;53.739495798319325;0.5092436974789916;
43;53.508403361344534;0.5046257359125316;
44;54.12901870140786;0.5054667788057191;
45;53.90920554854981;0.5096719932716569;
46;54.172797981921384;0.5021026072329688;
47;54.14213624894869;0.5054667788057191;
48;53.973927670311184;0.51010101010101;
49;53.52260778128286;0.5143097643097643;
50;53.82835506941524;0.5109427609427609;
